Time_Min,Time_Max,Time_Mean,Time_Std,Cost_Min,Cost_Max,Cost_Mean,Cost_Std,N_Runs,N_Instances,Error_Min,Error_Max,Error_Mean,Error_Std,Error_Count
0.34430100917816164,0.3823879639307658,0.3617119709650676,0.015060370725496824,36060.0,36105.833333333336,36077.04666666667,17.631595377491482,5,30,0.02612947778372258,11.351351351351347,1.3201757120489037,2.429433359185554,30
